Tree,BS,DBH,DB,V,WP
6002,0,6.8,65,2,1
6003,0,11.3,63,4,0
6004,0,31.6,98,2,0
6005,1,21.2,26,2,1
6006,0,20.6,30,2,1
6007,0,25.1,31,4,0
6008,1,10.9,41,3,0
6009,1,9.3,23,2,1
6010,1,24.7,73,1,1
6011,1,34.7,67,2,0
6012,1,38.2,11,4,1
6013,0,37.1,64,2,0
6014,0,12,63,0,0
6015,1,38.9,70,3,1
6016,1,3,97,3,0
6017,1,27.5,78,3,1
6018,0,12,85,1,0
6019,1,22.2,29,3,0
6020,1,21.6,71,3,1
6021,1,24.4,71,3,1
6022,0,21.5,64,3,1
6023,1,26.9,44,3,0
6024,1,23,37,5,1
6025,1,9.6,62,1,1
6026,1,21.3,19,0,0
6027,1,21.4,4,2,1
6028,0,21.1,42,4,0
6029,0,36.5,15,2,1
6030,1,4.7,88,5,0
6031,1,13.2,31,2,1
6032,1,28.8,52,0,0
6033,1,37.4,69,2,0
6034,0,14.9,73,2,1
6035,0,4,32,1,0
6036,1,18.6,19,3,1
6037,1,22.1,4,1,1
6038,0,20.8,83,3,1
6039,1,36.1,80,3,0
6040,1,2.5,8,5,0
6041,0,31.3,54,1,1
6042,0,39.1,57,4,1
6043,1,35.3,92,3,0
6044,1,14.1,34,3,0
6045,0,17.6,43,1,0
6046,0,10.1,78,3,1
6047,1,22,9,4,0
6048,1,4,64,1,0
6049,1,24.9,36,5,1
6050,1,7.3,68,1,1
6051,1,32.5,88,0,0
6052,1,7.6,1,3,1
6053,0,31,22,4,1
6054,1,34.1,26,1,1
6055,1,8.9,5,2,1
6056,1,21.2,6,5,0
6057,0,8.1,80,3,0
6058,1,21.7,31,4,1
6059,1,3.8,37,3,0
6060,0,4.7,5,3,1
6061,0,32.9,55,2,0
6062,1,38.8,3,2,1
6063,1,14,17,1,1
6064,0,13.3,49,0,1
6065,0,30.4,41,2,1
6066,1,25.9,78,3,1
6067,0,27,54,4,0
6068,1,10.1,84,0,1
6069,1,6.5,18,3,0
6070,0,31.4,81,2,1
6071,1,28.6,11,3,1
6072,1,34.4,60,3,0
6073,1,2,13,1,0
6074,0,14.5,33,1,0
6075,1,7,65,3,1
6076,1,14.4,15,1,1
6077,0,20.1,49,5,0
6078,0,13.3,16,3,1
6079,0,0.7,60,0,1
6080,1,11.5,72,4,0
6081,0,5.6,40,3,0
6082,0,6.9,58,1,1
6083,1,20.5,40,2,1
6084,1,21.1,77,1,1
6085,0,22.1,85,1,0
6086,0,1.6,47,4,1
6087,1,23.3,18,2,0
6088,1,27.3,44,3,0
6089,0,31,29,1,0
6090,0,3.3,64,4,1
6091,1,13.7,2,5,1
6092,1,23.7,40,2,0
6093,1,25.3,54,1,0
6094,0,27.6,36,4,1
6095,0,33.7,42,4,0
6096,0,31.4,60,0,1
6097,1,1.1,49,2,0
6098,0,13.3,83,3,0
6099,1,31.1,66,3,1
6100,1,5.1,4,3,0
6101,0,33.1,35,2,1
6102,0,5.7,11,3,1
6103,1,9.6,42,0,0
6104,0,35.5,7,0,1
6105,1,19.7,74,3,1
6106,0,29,30,1,0
6107,1,8.3,100,2,1
6108,0,16,34,4,1
6109,1,26.1,86,4,0
6110,0,4.3,34,4,1
6111,1,29.8,10,5,1
6112,0,35.3,61,1,0
6113,0,8.3,12,2,1
6114,1,36.7,25,3,0
6115,0,4.8,56,0,0
6116,0,19.8,24,0,0
6117,0,33.1,81,3,0
6118,0,17,62,3,1
6119,1,2.8,17,1,0
6120,1,7.1,26,3,0
6121,0,0.1,96,4,0
6122,0,25.8,21,2,0
6123,1,6,57,2,0
6124,1,36.7,26,1,1
6125,0,36.4,86,4,0
6126,0,1.8,76,4,1
6127,1,29.6,25,4,1
6128,0,35,91,4,1
6129,0,9.8,56,2,1
6130,1,35.3,73,5,0
6131,0,1.9,56,4,0
6132,0,10,37,0,0
6133,1,13.4,6,3,0
6134,1,38,19,5,1
6135,1,17.1,27,4,0
6136,1,25.6,29,1,1
6137,0,8.7,94,4,0
6138,1,26.8,33,4,1
6139,0,18.2,12,4,1
6140,0,36.3,74,5,0
6141,0,16.8,89,5,1
6142,0,15.8,58,3,0
6143,0,11.7,88,2,0
6144,1,5.2,43,2,0
6145,0,28.7,55,0,0
6146,1,3.1,25,1,0
6147,1,24.2,31,4,0
6148,1,34.5,50,1,1
6149,0,15.4,22,1,0
6150,0,1.4,55,0,0
6151,1,11.8,72,3,0
6152,1,25.4,50,0,1
6153,0,39.1,30,2,0
6154,1,17.9,39,5,1
6155,0,12.1,50,5,1
6156,1,2.1,83,3,0
6157,0,4.3,52,1,1
6158,0,25,11,2,1
6159,0,32.3,12,3,0
6160,1,29.6,27,5,0
6161,1,15.3,73,4,1
6162,0,14.8,5,1,0
6163,1,9.1,2,2,1
6164,0,33.6,1,4,1
6165,0,26.7,97,2,0
6166,1,4,9,3,1
6167,0,20.6,70,4,1
6168,1,21.2,15,2,1
6169,1,12.9,54,5,0
6170,1,24.2,45,4,0
6171,1,33.1,27,2,1
6172,1,3.4,95,2,0
6173,0,19.4,81,4,1
6174,0,4.7,54,1,1
6175,0,27.4,32,4,0
6176,0,6.8,1,4,0
6177,0,34.2,56,1,0
6178,0,8,61,1,1
6179,1,19.7,7,2,1
6180,1,19.1,98,4,1
6181,1,13.7,55,1,1
6182,0,8.7,97,4,0
6183,0,24.4,100,1,1
6184,0,2.9,40,4,0
6185,0,20.1,61,3,0
6186,0,36.4,32,3,1
6187,0,31.6,87,1,1
6188,1,20.2,14,4,0
6189,0,26.3,36,3,1
6190,1,26.3,41,3,0
6191,0,37.1,55,1,0
6192,0,6,52,3,0
6193,0,6.2,90,2,0
6194,1,33.1,13,5,1
6195,0,20.3,18,0,0
6196,1,32.6,47,1,0
6197,1,28.2,83,5,0
6198,1,3.8,69,3,0
6199,0,36.3,11,2,1
6200,1,29.9,54,3,1
6201,1,25.3,79,1,1
6202,0,20.9,45,0,0
6203,0,21.8,83,2,1
6204,1,33.9,92,3,0
6205,1,0,83,2,0
6206,1,22.7,88,5,1
6207,0,1.9,32,3,1
6208,0,39.3,70,2,0
6209,1,36.2,13,2,0
6210,1,32.7,96,3,1
6211,0,21.7,75,4,0
6212,0,1.8,34,3,1
6213,1,2.5,58,0,0
6214,0,34.8,33,4,1
6215,0,2.5,14,4,1
6216,1,39.1,54,2,0
6217,0,23.7,46,2,1
6218,1,37.7,97,0,0
6219,1,35.6,61,4,1
6220,1,24.9,47,4,1
6221,0,32.7,68,2,1
6222,0,2.3,78,2,0
6223,0,37.5,26,2,0
6224,0,33,83,2,1
6225,0,3.5,32,4,1
6226,1,39.2,72,1,0
6227,0,19.6,75,1,0
6228,1,2.1,50,2,0
6229,0,26.5,43,3,0
6230,0,29.2,81,2,0
6231,1,36.1,36,3,0
6232,0,8.2,91,4,1
6233,0,22.7,67,4,0
6234,0,36.5,30,2,1
6235,1,38.4,41,4,1
6236,0,27.1,3,3,1
6237,0,5.7,40,3,0
6238,1,37.8,89,0,0
6239,0,10.9,52,4,1
6240,1,39.2,38,4,0
6241,0,2.7,8,3,1
6242,1,8.1,16,1,0
6243,0,33.9,26,1,1
6244,0,36.3,26,2,0
6245,0,35.1,61,1,0
6246,1,6.5,80,2,1
6247,1,26.1,40,4,0
6248,1,10.8,45,4,1
6249,1,32.9,73,1,1
6250,1,1.6,61,3,1
6251,0,30.2,34,1,0
6252,1,4.7,69,1,0
6253,1,35.2,84,2,0
6254,1,11.3,17,3,0
6255,0,34.8,21,1,0
6256,1,33.2,34,4,0
6257,0,25.2,65,4,1
6258,0,8.6,8,1,0
6259,0,14.6,52,1,0
6260,0,24.5,45,0,1
6261,1,17.1,37,1,1
6262,0,31.6,97,1,1
6263,0,5.4,50,3,1
6264,1,32.4,69,1,1
6265,0,13.1,59,2,1
6266,1,13,7,3,1
6267,0,18.7,23,3,1
6268,1,21.5,85,3,1
6269,0,18.5,8,0,0
6270,1,38.8,10,3,0
6271,1,14.8,52,3,1
6272,0,37.7,42,1,1
6273,0,33.6,19,1,1
6274,1,39.8,62,3,0
6275,0,4.8,76,5,0
6276,1,18.5,75,1,0
6277,0,26.1,23,2,1
6278,0,28.2,65,1,1
6279,0,3.4,87,3,0
6280,1,24.8,99,2,0
6281,1,30.6,67,2,0
6282,1,9.9,96,5,0
6283,1,11.3,4,5,1
6284,0,8.3,17,4,1
6285,1,21.1,83,1,0
6286,1,12.9,74,4,0
6287,0,19.1,46,2,0
6288,0,21.3,26,1,0
6289,1,11.6,29,1,1
6290,1,19.8,16,5,0
6291,0,23.9,87,2,1
6292,0,32.3,95,3,0
6293,0,18.5,78,3,1
6294,1,6,94,2,1
6295,0,7.7,34,3,1
6296,1,3.6,75,5,0
6297,0,32.1,71,4,1
6298,0,30.4,53,1,1
6299,1,17,27,5,0
6300,1,38.3,91,4,0
6301,0,37.9,88,2,1
6302,0,24.2,57,4,0
6303,0,17.8,73,1,1
6304,1,1.2,30,0,0
6305,1,22.1,71,1,1
6306,0,6.1,96,3,1
6307,0,3.2,66,4,1
6308,0,18.2,15,3,0
6309,1,29.4,2,2,1
6310,1,5.1,27,1,1
6311,1,9.8,53,2,1
6312,0,35.7,80,2,0
6313,0,34,80,0,0
6314,1,20.4,23,1,1
6315,0,19.9,71,4,0
6316,0,29.5,11,3,0
6317,0,19.2,44,4,0
6318,0,26.9,97,5,1
6319,1,31,99,4,0
6320,1,7.3,1,3,0
6321,1,14.7,20,2,0
6322,1,11.1,39,3,1
6323,0,21.6,83,4,1
6324,0,30.8,44,2,0
6325,1,22.1,23,5,0
6326,0,1.6,63,1,0
6327,0,27.5,31,1,1
6328,1,37.5,9,1,0
6329,1,31.3,34,3,0
6330,1,12.4,87,3,1
6331,1,16.5,8,4,1
6332,1,34.7,35,4,0
6333,0,22.4,50,4,1
6334,0,24.2,28,3,0
6335,1,36.3,23,2,1
6336,0,12.7,94,1,0
6337,1,37.4,61,4,1
6338,1,5.4,7,3,1
6339,1,9.4,67,0,1
6340,1,27.1,91,1,1
6341,0,11.8,42,1,0
6342,0,39,61,2,1
6343,0,30.4,15,4,0
6344,1,15.5,24,2,1
6345,1,17.9,55,3,0
6346,1,20.7,85,4,1
6347,0,9.2,66,4,0
6348,1,35.8,75,5,1
6349,1,2.5,86,2,0
6350,1,39,77,1,0
6351,1,39.7,19,1,0
6352,1,39.8,84,1,1
6353,1,18.9,24,1,0
6354,0,12.4,35,5,0
6355,0,7.3,44,4,0
6356,1,20.4,15,0,0
6357,0,38.1,68,1,0
6358,1,35.2,68,4,0
6359,0,22.1,20,1,1
6360,1,9.7,61,0,0
6361,1,39,2,4,0
6362,1,27.5,84,4,0
6363,1,22,53,1,0
6364,1,27,45,3,0
6365,1,11.3,37,1,1
6366,1,15.8,52,2,0
6367,0,39,72,5,0
6368,0,17,88,4,1
6369,1,13.8,70,4,1
6370,1,15.7,83,3,0
6371,1,9.4,18,2,0
6372,0,31.8,62,4,1
6373,1,1.2,72,0,1
6374,1,29.5,43,0,1
6375,0,10.9,83,2,0
6376,1,38.4,52,2,0
6377,1,10.8,88,2,1
6378,1,31.3,24,1,1
6379,0,21.1,89,1,0
6380,0,37.6,37,5,1
6381,1,19.3,10,2,1
6382,1,17.3,81,3,0
6383,0,33.5,46,2,1
6384,0,7.5,72,3,1
6385,0,2.2,47,4,1
6386,0,1.5,9,1,0
6387,1,38.7,67,3,0
6388,1,18.3,62,1,1
6389,1,7.7,83,3,1
6390,0,35.9,15,3,0
6391,0,16.9,57,3,1
6392,0,8.8,40,4,0
6393,1,28.1,16,1,1
6394,1,17.4,2,0,0
6395,0,31.2,32,0,0
6396,0,23.3,66,2,0
6397,1,38.6,69,3,0
6398,1,31.8,52,0,0
6399,1,3,70,1,0
6400,0,17.7,74,4,0
6401,0,16.3,47,3,0
6402,1,36.9,27,4,0
6403,0,15,99,4,0
6404,0,37.6,85,3,0
6405,1,0.6,1,0,0
6406,1,20.1,92,3,1
6407,0,8.8,42,2,1
6408,0,30.8,44,3,1
6409,0,19.9,12,0,1
6410,1,17.1,3,1,0
6411,0,38,18,2,1
6412,1,12.4,68,1,1
6413,1,20.2,57,4,0
6414,1,16.5,49,2,1
6415,0,39.2,96,2,1
6416,1,7.6,7,5,1
6417,0,34.3,94,0,0
6418,1,37,92,4,1
6419,1,21.5,1,3,1
6420,0,21.9,11,4,0
6421,0,12.6,48,4,1
6422,0,38.4,50,3,1
6423,0,12.4,38,2,1
6424,0,32.4,35,4,0
6425,0,33.8,92,4,1
6426,0,15.7,32,2,0
6427,0,35,23,1,1
6428,0,10.3,91,3,1
6429,1,23.9,63,0,0
6430,0,36.3,97,5,1
6431,1,0.1,9,5,0
6432,0,32.5,48,3,1
6433,0,8.4,76,2,0
6434,0,3.7,13,4,1
6435,0,17.5,45,1,0
6436,0,4.1,66,2,0
6437,0,3.4,66,2,0
6438,1,17.2,68,2,1
6439,1,10.2,26,0,0
6440,1,5,4,4,0
6441,0,34.4,10,5,0
6442,0,6.7,67,4,1
6443,1,30.9,80,1,1
6444,0,29.1,4,4,1
6445,1,33,88,2,0
6446,1,11,55,5,0
6447,1,29.7,16,5,0
6448,0,27.2,15,2,1
6449,1,30.6,30,4,0
6450,0,9.3,88,1,0
6451,0,8.6,3,5,1
6452,1,17.5,24,1,0
6453,0,8.6,89,1,1
6454,0,14.8,23,5,1
6455,1,12.4,64,5,0
6456,1,13.2,96,0,1
6457,0,17.3,98,5,1
6458,0,2.6,1,4,1
6459,0,36.7,1,2,1
6460,0,17.2,37,2,0
6461,0,39.5,30,3,0
6462,1,7.4,32,4,0
6463,1,27.9,84,0,1
6464,0,39.8,66,0,0
6465,0,26,69,4,0
6466,0,6.7,11,4,0
6467,0,11.9,42,1,0
6468,1,21.2,63,1,0
6469,0,14.5,23,0,0
6470,0,25.4,63,0,1
6471,1,33,30,0,0
6472,1,1.4,92,3,1
6473,1,17.5,64,3,1
6474,0,17.7,73,1,1
6475,0,35,79,1,1
6476,1,32,32,4,0
6477,0,33.4,51,4,0
6478,1,3.1,6,3,0
6479,1,5.1,54,5,0
6480,1,18.4,90,3,0
6481,0,7.8,31,2,1
6482,0,23.3,24,2,1
6483,0,33.4,95,4,0
6484,0,28.5,72,2,1
6485,1,3.9,93,5,0
6486,0,30.4,95,0,1
6487,1,29.1,79,1,0
6488,0,4.3,29,1,0
6489,0,18.6,1,3,0
6490,0,15.5,41,1,0
6491,0,38.3,22,1,0
6492,1,38.2,46,3,1
6493,1,15,63,1,1
6494,1,20.5,39,1,1
6495,1,36,67,2,0
6496,0,5.7,99,1,1
6497,1,36.1,75,0,0
6498,0,12.2,56,3,1
6499,0,19.5,60,3,0
6500,1,29.7,87,2,0
6501,0,29.6,51,0,1
6502,1,33.8,74,3,1
6503,1,9.7,27,3,0
6504,0,23.4,74,2,1
6505,1,32.6,99,3,0
6506,1,40,37,4,1
6507,1,23.4,94,0,0
6508,0,8.7,93,4,0
6509,0,9.2,92,4,1
6510,0,33.3,13,1,1
6511,1,6,95,3,0
6512,0,4.9,96,3,0
6513,0,18.5,90,2,0
6514,0,25.6,78,2,1
6515,0,32.5,21,3,0
6516,1,32.4,80,5,0
6517,0,3.7,8,0,0
6518,1,21.3,50,1,1
6519,1,1.4,23,3,0
6520,1,29.4,58,2,0
6521,0,29.9,41,1,0
6522,0,16.3,84,3,1
6523,1,29.5,39,1,0
6524,1,15.7,22,1,1
6525,1,18.5,54,5,1
6526,1,37.3,26,2,1
6527,1,6,61,3,1
6528,0,32,89,4,1
6529,1,10.7,94,0,0
6530,1,5.3,34,0,0
6531,1,8.5,62,2,1
6532,1,10,46,5,1
6533,0,29.3,84,1,0
6534,1,19.9,82,1,0
6535,1,27.1,42,3,1
6536,0,19.5,27,1,0
6537,1,30.2,34,0,1
6538,1,3.1,57,5,0
6539,1,1.3,54,5,1
6540,0,33.9,81,1,0
6541,1,18.1,66,2,1
6542,1,19,7,4,1
6543,1,29.5,93,2,0
6544,1,5.2,69,4,0
6545,1,7.9,78,0,0
6546,1,29.3,76,4,0
6547,0,30.1,92,4,0
6548,1,36.9,51,0,0
6549,0,16.8,54,2,1
6550,1,9.3,38,0,0
6551,0,19.6,24,2,0
6552,0,39.6,51,4,1
6553,0,31,94,2,0
6554,1,2.4,56,1,0
6555,0,11.5,13,3,1
6556,1,26.9,27,2,0
6557,0,6.9,51,0,1
6558,1,19.7,93,4,1
6559,0,1.5,66,4,1
6560,1,25.4,91,3,1
6561,1,11.8,28,4,0
6562,1,8,91,1,1
6563,1,30.5,44,3,1
6564,0,21.7,40,4,1
6565,1,34.3,39,3,1
6566,0,8.6,0,2,1
6567,1,32.2,33,0,1
6568,0,7,98,3,0
6569,0,30.1,87,0,1
6570,0,1.8,8,1,0
6571,0,13.2,58,3,1
6572,0,25.8,39,2,1
6573,1,37.7,72,1,1
6574,0,4,15,4,1
6575,0,5.7,84,3,1
6576,1,31.1,90,2,0
6577,1,39.1,70,4,0
6578,0,1.6,13,5,0
6579,1,8.4,65,1,1
6580,0,37.7,78,3,0
6581,1,10.6,73,5,1
6582,0,11.4,72,3,1
6583,1,28.7,70,0,0
6584,1,7.7,27,5,0
6585,1,3.2,26,3,1
6586,0,33.1,13,2,0
6587,0,14.2,73,4,0
6588,0,39.2,4,3,0
6589,1,33.1,87,1,1
6590,0,9.4,75,3,0
6591,0,26.8,92,3,1
6592,1,1.7,34,3,1
6593,1,1.3,8,2,0
6594,0,31.5,49,3,0
6595,1,12,93,1,1
6596,1,4.5,60,2,0
6597,0,12.2,29,4,1
6598,0,2.8,51,2,1
6599,1,34.7,28,1,1
6600,1,2.5,5,2,0
6601,0,23.3,1,2,1
6602,1,32.4,17,2,0
6603,0,15.6,70,4,1
6604,0,25.5,28,2,0
6605,0,18.8,72,2,0
6606,1,20.2,27,4,0
6607,0,30.3,57,4,1
6608,0,14.7,85,4,1
6609,1,37.6,19,2,0
6610,0,7.6,13,4,0
6611,0,38.6,18,2,0
6612,1,8.9,53,4,1
6613,0,9.6,66,2,0
6614,1,30.6,80,4,0
6615,0,9.1,74,3,1
6616,0,36.7,60,0,0
6617,1,9.5,30,3,1
6618,1,16.8,45,2,1
6619,1,29.1,69,2,1
6620,0,1.7,25,1,0
6621,1,16.5,23,3,0
6622,0,14.2,85,5,1
6623,0,21.7,25,0,0
6624,1,14.1,27,1,0
6625,1,32.2,97,1,0
6626,0,7.7,84,1,0
6627,1,9.6,39,2,0
6628,0,33.3,91,4,0
6629,0,9.7,65,3,0
6630,0,9.1,87,1,0
6631,0,13.8,83,4,1
6632,0,3,73,2,0
6633,1,31.1,81,4,0
6634,1,34.1,30,0,1
6635,0,12.6,81,4,0
6636,0,27,52,3,1
6637,1,27,53,2,1
6638,0,37,51,4,0
6639,1,19,93,2,0
6640,1,38.8,15,0,1
6641,0,11.4,94,1,0
6642,1,8.9,81,1,1
6643,0,39.9,87,3,0
6644,0,36,11,5,1
6645,1,34.6,16,1,0
6646,0,12.1,68,0,0
6647,1,34.8,39,4,1
6648,0,11.2,10,4,0
6649,0,27.9,30,5,0
6650,1,17.5,97,2,1
6651,0,30.2,56,4,0
6652,0,12.2,4,3,1
6653,1,24.5,52,3,1
6654,0,34.8,42,5,1
6655,0,27,98,3,0
6656,1,29.6,23,1,1
6657,1,25.9,84,2,1
6658,1,37.1,19,1,0
6659,0,36.2,75,2,0
6660,0,28.4,72,2,1
6661,0,28.6,81,0,0
6662,1,29.2,77,2,0
6663,1,7.9,72,0,0
6664,0,5.4,85,3,0
6665,0,16.7,18,2,0
6666,0,33.1,95,3,0
6667,1,8.3,96,2,0
6668,0,38,22,5,1
6669,0,16,51,4,1
6670,0,10.1,27,3,0
6671,1,25.4,46,4,0
6672,1,27.6,57,5,1
6673,0,24.2,38,3,0
6674,1,12.9,57,1,1
6675,0,28.5,55,4,0
6676,1,6.8,3,3,1
6677,1,29.6,11,2,0
6678,1,1.7,50,1,0
6679,0,1.3,94,3,0
6680,0,25,52,0,0
6681,1,39.8,10,2,0
6682,0,39.3,81,1,0
6683,0,36.1,48,0,0
6684,0,39.4,17,2,0
6685,0,12.4,45,0,1
6686,0,17.9,10,4,0
6687,0,23.9,84,1,0
6688,0,9,54,1,1
6689,1,18.3,25,0,1
6690,0,23.3,61,3,1
6691,0,28.9,65,0,0
6692,1,35.8,76,4,1
6693,1,4.6,69,0,1
6694,0,29.7,28,2,0
6695,0,2.3,83,2,0
6696,0,29.4,93,1,0
6697,0,9.2,54,2,1
6698,1,4.3,43,0,0
6699,1,12.8,52,2,0
6700,1,35.3,79,2,1
6701,0,9.5,77,3,0
6702,0,0.1,95,5,0
6703,1,10.5,23,3,1
6704,0,12,23,5,0
6705,0,31.2,25,4,0
6706,1,38.4,75,3,1
6707,1,31.3,25,4,0
6708,0,22.1,67,4,1
6709,1,21.9,56,0,0
6710,1,23.8,100,2,1
6711,1,3.6,13,4,0
6712,1,1.5,23,4,1
6713,0,37.6,10,0,0
6714,0,37.2,52,1,0
6715,0,35.7,94,1,1
6716,0,7.6,13,4,1
6717,1,36.6,78,2,1
6718,1,4.9,81,3,1
6719,0,34.2,76,1,1
6720,0,9.3,73,4,0
6721,1,18.7,15,5,0
6722,0,27.4,27,2,1
6723,0,13.1,15,1,1
6724,1,32.8,6,3,0
6725,1,2.2,43,4,0
6726,1,33,43,2,0
6727,0,39.3,51,2,0
6728,1,3,2,1,1
6729,1,35.2,60,3,0
6730,1,24.2,15,2,0
6731,0,32.6,12,1,1
6732,1,30.2,4,0,1
6733,1,16.1,3,1,1
6734,0,37.4,39,1,1
6735,0,16.1,47,4,1
6736,1,39.5,52,1,0
6737,0,21.3,6,2,0
6738,0,8.9,32,1,0
6739,1,10.3,69,3,1
6740,0,25.5,91,4,1
6741,1,24.9,41,1,0
6742,1,34.3,35,3,0
6743,0,38.7,29,4,1
6744,0,1.6,65,5,1
6745,1,11.5,54,0,1
6746,1,2.6,20,5,1
6747,0,34.4,34,3,1
6748,0,3.4,43,2,1
6749,1,35.7,79,2,0
6750,0,36.9,88,4,0
6751,1,25.1,86,4,0
6752,1,2.7,69,4,0
6753,1,15.3,91,4,0
6754,1,13.7,31,0,1
6755,0,1.1,29,3,1
6756,0,33.3,64,3,1
6757,0,17.1,57,4,1
6758,0,11.6,97,2,1
6759,1,24.2,79,3,0
6760,1,37.6,51,1,0
6761,1,35.6,62,3,0
6762,0,27.3,87,3,1
6763,0,19.9,78,3,1
6764,0,3.3,51,4,1
6765,1,30.6,47,0,1
6766,0,20.9,55,4,1
6767,0,22.7,0,4,0
6768,0,29.1,77,0,1
6769,1,9.6,36,3,0
6770,0,0.2,94,1,1
6771,1,34.6,12,2,0
6772,1,28.8,100,0,0
6773,1,5.3,39,4,1
6774,1,38.7,79,5,0
6775,1,2.1,25,2,1
6776,0,13.6,6,3,0
6777,1,3.9,31,1,1
6778,1,26,90,1,0
6779,1,34.5,12,3,1
6780,0,23.6,18,5,0
6781,0,6.1,52,5,0
6782,0,39.1,69,0,1
6783,0,18.5,48,4,1
6784,0,22.5,94,5,0
6785,1,15.2,98,1,0
6786,0,11.1,47,3,0
6787,1,39.9,35,1,1
6788,0,31.3,88,3,0
6789,1,21.8,11,5,1
6790,1,27.7,73,0,0
6791,1,10.5,20,1,1
6792,0,35.9,29,3,1
6793,1,7.7,32,1,0
6794,0,21.7,48,3,1
6795,0,5.7,42,2,0
6796,0,14.8,8,2,0
6797,1,26.5,0,3,1
6798,1,22.7,72,5,0
6799,1,5.2,74,3,0
6800,0,38.7,97,5,0
6801,0,38.3,13,4,0
6802,1,10.9,58,0,0
6803,1,28,99,1,0
6804,0,36,28,1,0
6805,1,24.7,94,3,0
6806,0,6.1,57,5,0
6807,0,20.2,29,4,0
6808,1,10.5,2,2,0
6809,1,30,43,4,1
6810,0,15.1,54,2,1
6811,0,12.1,93,1,1
6812,1,25.9,83,1,1
6813,0,3,22,1,1
6814,1,37.9,44,3,0
6815,1,20.9,59,4,0
6816,1,2.5,56,1,1
6817,1,4.5,17,1,1
6818,1,30.7,51,2,0
6819,0,34.8,10,3,0
6820,0,36.7,7,2,0
6821,0,22.3,54,1,1
6822,0,21,9,1,1
6823,1,14.7,2,4,0
6824,1,27.7,48,0,0
6825,1,24.7,8,1,1
6826,1,25.4,65,1,1
6827,0,9.1,100,2,1
6828,1,31.6,95,4,1
6829,1,27.2,5,4,1
6830,0,31.8,93,1,0
6831,1,38,23,4,0
6832,0,2.5,68,3,0
6833,0,6.5,52,2,0
6834,1,29.5,50,3,1
6835,1,8.4,81,3,0
6836,0,14.5,70,2,1
6837,1,24,87,3,1
6838,1,26.7,45,3,1
6839,0,13.5,41,2,1
6840,0,35.7,80,0,1
6841,0,32.3,69,4,0
6842,0,14.8,98,2,0
6843,1,24,31,2,1
6844,0,13.9,84,1,1
6845,1,18.5,0,3,1
6846,1,1.5,16,1,0
6847,0,39.8,19,3,1
6848,1,6.4,34,2,1
6849,1,14.8,37,4,1
6850,0,5.1,46,2,0
6851,0,23.2,23,3,1
6852,1,29.5,66,5,0
6853,0,14.1,5,2,1
6854,1,5.8,26,3,1
6855,0,2.1,61,3,0
6856,1,4.8,78,4,0
6857,0,34.8,84,0,0
6858,0,21.7,90,4,0
6859,0,29.5,73,2,0
6860,1,31.3,1,2,0
6861,0,4.1,56,4,0
6862,1,32.4,39,0,1
6863,0,36.4,39,3,1
6864,0,5.3,21,2,0
6865,0,15.7,76,4,1
6866,0,12.6,78,1,0
6867,0,6.1,95,4,0
6868,0,16.1,42,5,1
6869,0,19.3,57,1,1
6870,1,3.9,79,4,0
6871,0,25.2,81,0,0
6872,0,5.6,55,5,1
6873,0,5.7,26,3,0
6874,0,21.6,6,3,0
6875,1,23.7,43,3,0
6876,0,8.6,44,3,0
6877,1,11.2,38,1,1
6878,0,35.6,80,2,0
6879,1,38.9,18,1,0
6880,1,26.3,15,4,1
6881,0,35,58,4,0
6882,1,2.8,47,1,0
6883,0,38.4,33,1,0
6884,0,27.2,20,2,0
6885,0,23.4,93,5,0
6886,0,38.3,15,3,1
6887,0,32.5,18,1,1
6888,0,24.3,99,5,0
6889,1,26.6,85,4,1
6890,0,37.6,52,0,0
6891,1,31,44,5,1
6892,1,34.3,94,4,1
6893,1,28.3,25,5,1
6894,0,33.1,33,4,1
6895,0,12.3,31,1,1
6896,1,23.5,62,4,0
6897,0,2.1,96,5,0
6898,0,37.4,20,2,0
6899,1,35.7,35,3,1
6900,1,10.6,68,2,1
6901,0,26.8,68,4,0
6902,1,39.9,79,3,1
6903,0,30.6,48,5,0
6904,1,36.8,17,4,0
6905,1,38.1,43,4,1
6906,0,11.1,53,3,1
6907,0,30,90,2,1
6908,1,28.2,76,3,0
6909,0,24.2,82,1,0
6910,0,15.9,13,2,1
6911,0,32.3,97,2,0
6912,0,9.5,19,5,1
6913,0,35.4,82,3,0
6914,1,11,76,3,1
6915,0,24.9,4,2,1
6916,1,21.6,86,2,0
6917,0,32.5,71,4,1
6918,1,0.8,4,2,1
6919,0,29.5,61,1,0
6920,1,9.3,57,5,1
6921,0,32.4,22,4,1
6922,1,26.5,63,1,0
6923,1,17.4,35,2,1
6924,0,17,19,3,0
6925,0,2.4,53,0,0
6926,1,34,55,4,0
6927,0,11.1,38,4,0
6928,1,0.2,57,5,1
6929,1,9.3,99,5,0
6930,0,13.9,32,2,1
6931,1,35.7,100,4,1
6932,0,2.4,77,3,1
6933,0,19.1,85,1,1
6934,1,12.3,37,3,0
6935,0,36.5,48,1,1
6936,0,5.4,81,5,0
6937,0,1.5,26,5,1
6938,1,33.1,18,4,1
6939,1,22.7,45,2,0
6940,0,16,85,1,0
6941,0,29.4,86,1,1
6942,0,30.6,6,4,0
6943,0,11.7,18,0,1
6944,1,29.4,28,1,0
6945,0,10.5,80,2,1
